"order_id";"order_date";"region";"city";"product_name";"category";"quantity";"unit_price";"total_revenue";"customer_id";"sales_channel"
"UK-2026-100823";"2026-02-26";"South";"Hyderabad";"Foldable Treadmill T2";"Sports";2;24926;"49852";"CUST-49636";"App"
"UK-2026-102706";"2026-04-28";"South";"Bengaluru";"Electric Kettle 1.5L";"Home & Kitchen";4;1119;"4476";"CUST-52226";"Website"
"UK-2026-102547";"2026-04-29";"North";"Noida";"Eau de Parfum 100ml";"Beauty";3;1914;"5742";"CUST-90767";"Website"
"UK-2026-100607";"2026-01-06";"South";"Chennai";"Wireless Earbuds Pro";"Electronics";1;2865;"2865";"CUST-33126";"Website"
"UK-2026-104068";"2026-06-21";"Central";"Bhopal";"Leather Wallet";"Fashion";1;904;"904";"CUST-62044";"Website"
"UK-2026-100157";"2026-01-14";"South";"Kochi";"Robot Vacuum R7";"Home & Kitchen";1;18798;"18798";"CUST-93721";"Website"
"UK-2026-101741";"2026-03-08";"North";"Chandigarh";"Smart Watch X2";"Electronics";1;4548;"4548";"CUST-26822";"App"
"UK-2026-102871";"2026-04-22";"East";"Bhubaneswar";"Wireless Earbuds Pro";"Electronics";1;2954;"2954";"CUST-38916";"App"
"UK-2026-102490";"2026-04-17";"North";"Gurugram";"Eau de Parfum 100ml";"Beauty";1;1919;"1919";"CUST-97980";"Website"
"UK-2026-100300";"2026-01-18";"North";"GGN";"Dinner Set 24pc";"Home & Kitchen";1;2530;"2530";"CUST-48871";"Website"
"UK-2026-104724";"2026-06-20";"South";"Bengaluru";"Air Fryer 5L";"Home & Kitchen";1;5575;"5575";"CUST-36283";"App"
"UK-2026-104880";"2026-06-19";"East";"Guwahati";"Cotton Bedsheet Set";"Home & Kitchen";1;1347;"1347";"CUST-39363";"Website"
"UK-2026-100882";"2026-02-05";"East";"Kolkata";"Air Fryer 5L";"Home & Kitchen";1;5235;"5235";"CUST-77673";"App"
"UK-2026-101752";"2026-03-12";"South";"Bengaluru";"Power Bank 20000mAh";"Electronics";1;1851;"1851";"CUST-24081";"App"
"UK-2026-102618";"2026-04-10";"Central";"Raipur";"Mirrorless Camera Lite";"Electronics";1;30096;"30096";"CUST-65602";"Website"
"UK-2026-101201";"2026-02-04";"East";"Bhubaneswar";"Gym Gloves";"Sports";1;513;"513";"CUST-68893";"App"
"UK-2026-102806";"2026-04-04";"South";"Bengaluru";"43-inch Smart TV";"Electronics";1;27083;"27083";"CUST-31659";"Website"
"UK-2026-104303";"2026-06-23";"South";"Hyderabad";"Mirrorless Camera Lite";"Electronics";1;28049;"28049";"CUST-84438";"Marketplace"
"UK-2026-104551";"2026-06-09";"West";"Mumbai";"Robot Vacuum R7";"Home & Kitchen";2;18802;"37604";"CUST-49225";"Marketplace"
"UK-2026-103105";"2026-05-20";"North";"Gurugram";"Makeup Brush Set";"Beauty";2;1346;"2692";"CUST-29640";"App"
"UK-2026-103899";"2026-05-09";"South";"Chennai";"Slim Fit Jeans";"Fashion";1;1584;"1584";"CUST-45096";"App"
"UK-2026-102950";"2026-04-14";"South";"Kochi";"Noise-Cancelling Headphones";"Electronics";1;8612;"8612";"CUST-35555";"App"
"UK-2026-102467";"2026-04-12";"West";"Ahmedabad";"Slim Fit Jeans";"Fashion";2;1607;"3214";"CUST-39914";"App"
"UK-2026-104778";"2026-06-10";"South";"Bengaluru";"Power Bank 20000mAh";"Electronics";2;1743;"3486";"CUST-11402";"Marketplace"
"UK-2026-104230";"2026-06-26";"South";"Hyderabad";"Cotton Kurta Set";"Fashion";1;1276;"1276";"CUST-11749";"App"
"UK-2026-102247";"2026-04-03";"North";"Gurugram";"Leather Wallet";"Fashion";1;910;"910";"CUST-18006";"Website"
"UK-2026-102992";"2026-04-21";"Central";"Indore";"Smart Watch X2";"Electronics";1;4495;"4495";"CUST-57553";"App"
"UK-2026-103150";"2026-05-13";"North";"Noida";"Silk Saree";"Fashion";1;3351;"3351";"CUST-47482";"Marketplace"
"UK-2026-103032";"2026-04-25";"North";"Gurgaon";"Leather Wallet";"Fashion";2;857;"1714";"CUST-66421";"App"
"UK-2026-100997";"2026-02-02";"North";"Noida";"Football Size 5";"Sports";1;943;"943";"CUST-18439";"App"
"UK-2026-103758";"2026-05-26";"South";"Hyderabad";"Vitamin C Serum";"Beauty";2;729;"1458";"CUST-67885";"Website"
"UK-2026-102342";"2026-04-14";"South";"Kochi";"Face Wash Combo";"Beauty";1;430;"430";"CUST-97729";"App"
"UK-2026-101366";"2026-02-04";"North";"Chandigarh";"Electric Kettle 1.5L";"Home & Kitchen";2;1093;"2186";"CUST-74371";"App"
"UK-2026-103467";"2026-05-25";"East";"Guwahati";"Silk Saree";"Fashion";2;3469;"6938";"CUST-63028";"Website"
"UK-2026-102944";"2026-04-16";"South";"Kochi";"Noise-Cancelling Headphones";"Electronics";1;8738;"8738";"CUST-87848";"Website"
"UK-2026-103236";"2026-05-15";"West";"Ahmedabad";"Bluetooth Speaker Mini";"Electronics";2;1453;"2906";"CUST-21324";"App"
"UK-2026-100506";"2026-01-24";"West";"Ahmedabad";"Noise-Cancelling Headphones";"Electronics";1;9103;"9103";"CUST-19109";"App"
"UK-2026-102322";"2026-04-05";"Central";"Indore";"Face Wash Combo";"Beauty";1;457;"457";"CUST-64044";"App"
"UK-2026-103654";"2026-05-11";"Central";"Indore";"Mirrorless Camera Lite";"Electronics";2;29414;"58828";"CUST-97236";"Website"
"UK-2026-103072";"2026-04-29";"South";"Hyderabad";"Football Size 5";"Sports";1;892;"892";"CUST-94435";"App"
"UK-2026-104601";"2026-06-11";"East";"Guwahati";"Yoga Mat Pro";"Sports";1;1239;"1239";"CUST-89979";"Website"
"UK-2026-100290";"2026-01-24";"East";"Guwahati";"Running Sneakers";"Fashion";1;2784;"2784";"CUST-21611";"App"
"UK-2026-103699";"2026-05-26";"Central";"Raipur";"Dinner Set 24pc";"Home & Kitchen";1;2467;"2467";"CUST-46248";"App"
"UK-2026-102187";"2026-03-29";"East";"Patna";"Formal Shirt";"Fashion";3;1133;"3399";"CUST-71609";"Website"
"UK-2026-104610";"2026-06-07";"West";"Ahmedabad";"Power Bank 20000mAh";"Electronics";4;1832;"7328";"CUST-26044";"App"
"UK-2026-103531";"2026-05-10";"Central";"Raipur";"Face Wash Combo";"Beauty";1;454;"454";"CUST-64993";"App"
"UK-2026-100029";"2026-01-19";"North";"Delhi";"Mixer Grinder 750W";"Home & Kitchen";1;3236;"3236";"CUST-34600";"App"
"UK-2026-103762";"2026-05-08";"Central";"Indore";"Dinner Set 24pc";"Home & Kitchen";2;2607;"5214";"CUST-55091";"Website"
"UK-2026-103464";"2026-05-12";"West";"Ahmedabad";"Power Bank 20000mAh";"Electronics";1;1869;"1869";"CUST-71299";"Marketplace"
"UK-2026-101875";"2026-03-07";"North";"Gurugram";"Denim Jacket";"Fashion";2;2222;"4444";"CUST-67786";"Website"
"UK-2026-103677";"2026-05-24";"North";"Chandigarh";"Electric Kettle 1.5L";"Home & Kitchen";1;1067;"1067";"CUST-62513";"Website"
"UK-2026-104339";"2026-06-08";"West";"Ahmedabad";"Electric Kettle 1.5L";"Home & Kitchen";3;1125;"3375";"CUST-99637";"Marketplace"
"UK-2026-102480";"2026-04-27";"West";"Mumbai";"Robot Vacuum R7";"Home & Kitchen";3;19591;"58773";"CUST-95214";"Website"
"UK-2026-100648";"2026-01-13";"West";"Pune";"Cotton Kurta Set";"Fashion";1;1274;"1274";"CUST-19257";"App"
"UK-2026-102369";"2026-04-21";"West";"Pune";"Ethnic Dupatta";"Fashion";1;499;"499";"CUST-79303";"Marketplace"
"UK-2026-101170";"2026-02-02";"West";"Pune";"Adjustable Dumbbells 15kg";"Sports";1;4821;"4821";"CUST-50317";"Website"
"UK-2026-102004";"2026-03-04";"South";"Hyderabad";"Power Bank 20000mAh";"Electronics";1;1866;"1866";"CUST-18455";"App"
"UK-2026-101831";"2026-03-20";"East";"Patna";"Gym Gloves";"Sports";1;507;"507";"CUST-26362";"App"
"UK-2026-103630";"2026-05-02";"East";"Guwahati";"Smart Watch X2";"Electronics";1;4546;"4546";"CUST-88545";"App"
"UK-2026-103778";"2026-05-13";"North";"Chandigarh";"Eau de Parfum 100ml";"Beauty";1;2039;"2039";"CUST-61700";"App"
"UK-2026-101363";"2026-02-23";"North";"Chandigarh";"Bluetooth Speaker Mini";"Electronics";1;1567;"1567";"CUST-23774";"Marketplace"
"UK-2026-100627";"2026-01-03";"Central";"Nagpur";"Mirrorless Camera Lite";"Electronics";1;27696;"27696";"CUST-77370";"Website"
"UK-2026-100392";"2026-01-31";"West";"Mumbai";"Silk Saree";"Fashion";1;3330;"3330";"CUST-18937";"App"
"UK-2026-100239";"2026-01-30";"North";"Chandigarh";"Formal Shirt";"Fashion";1;1068;"1068";"CUST-58807";"Marketplace"
"UK-2026-104629";"2026-06-21";"South";"Chennai";"Matte Lipstick Set";"Beauty";1;868;"868";"CUST-49277";"App"
"UK-2026-100026";"2026-01-17";"East";"Kolkata";"Bluetooth Speaker Mini";"Electronics";3;1494;"4482";"CUST-69131";"App"
"UK-2026-100545";"2026-01-01";"South";"Madras";"Non-Stick Cookware Set";"Home & Kitchen";1;2921;"2921";"CUST-33545";"Marketplace"
"UK-2026-104277";"2026-06-02";"Central";"Bhopal";"Yoga Mat Pro";"Sports";1;1228;"1228";"CUST-58436";"Website"
"UK-2026-104017";"2026-05-28";"South";"Bengaluru";"Eau de Parfum 100ml";"Beauty";1;2035;"2035";"CUST-47003";"Marketplace"
"UK-2026-102878";"2026-04-25";"North";"Gurugram";"Badminton Racket Set";"Sports";1;2464;"2464";"CUST-41538";"Website"
"UK-2026-100276";"2026-01-06";"South";"Chennai";"Robot Vacuum R7";"Home & Kitchen";1;18444;"18444";"CUST-92859";"App"
"UK-2026-102569";"2026-04-01";"South";"Kochi";"Ionic Hair Dryer";"Beauty";1;1829;"1829";"CUST-71884";"Website"
"UK-2026-104403";"2026-06-09";"North";"GGN";"Modern Wall Clock";"Home & Kitchen";1;799;"799";"CUST-92390";"App"
"UK-2026-104801";"2026-06-29";"North";"Noida";"Running Sneakers";"Fashion";3;2887;"8661";"CUST-53467";"App"
"UK-2026-104160";"2026-06-02";"North";"Chandigarh";"43-inch Smart TV";"Electronics";2;27290;"54580";"CUST-46396";"App"
"UK-2026-102498";"2026-04-01";"South";"Chennai";"Denim Jacket";"Fashion";2;2254;"4508";"CUST-16147";"Marketplace"
"UK-2026-103679";"2026-05-26";"West";"Mumbai";"Mixer Grinder 750W";"Home & Kitchen";1;3265;"3265";"CUST-45170";"App"
"UK-2026-102983";"2026-04-28";"North";"Gurugram";"Formal Shirt";"Fashion";1;1133;"1133";"CUST-33126";"Website"
"UK-2026-104263";"2026-06-02";"East";"Kolkata";"Cotton Kurta Set";"Fashion";1;1252;"1252";"CUST-28987";"App"
"UK-2026-102668";"2026-04-27";"North";"Chandigarh";"Air Fryer 5L";"Home & Kitchen";4;5548;"22192";"CUST-94209";"App"
"UK-2026-103272";"2026-05-02";"East";"Patna";"43-inch Smart TV";"Electronics";2;26820;"53640";"CUST-41455";"App"
"UK-2026-101211";"2026-02-08";"Central";"Nagpur";"Beard Grooming Kit";"Beauty";2;954;"1908";"CUST-44237";"Marketplace"
"UK-2026-104533";"2026-06-27";"North";"Noida";"Electric Kettle 1.5L";"Home & Kitchen";1;1052;"1052";"CUST-15731";"App"
"UK-2026-101010";"2026-02-21";"West";"Mumbai";"Running Sneakers";"Fashion";1;2741;"2741";"CUST-55920";"App"
"UK-2026-101231";"2026-02-10";"West";"Mumbai";"Cricket Bat English Willow";"Sports";2;8665;"17330";"CUST-71358";"Website"
"UK-2026-104798";"2026-06-26";"West";"Ahmedabad";"Formal Shirt";"Fashion";1;1097;"1097";"CUST-99939";"App"
"UK-2026-102112";"2026-03-18";"East";"Guwahati";"Badminton Racket Set";"Sports";3;2380;"7140";"CUST-44237";"Website"
"UK-2026-104332";"2026-06-24";"South";"Chennai";"Face Wash Combo";"Beauty";1;428;"428";"CUST-67885";"App"
"UK-2026-102662";"2026-04-07";"North";"Noida";"Adjustable Dumbbells 15kg";"Sports";1;4792;"4792";"CUST-67731";"App"
"UK-2026-103098";"2026-05-27";"West";"Surat";"Football Size 5";"Sports";4;897;"3588";"CUST-33110";"Website"
"UK-2026-101223";"2026-02-01";"North";"Noida";"Electric Kettle 1.5L";"Home & Kitchen";1;1115;"1115";"CUST-24805";"App"
"UK-2026-104275";"2026-06-21";"South";"Kochi";"Slim Fit Jeans";"Fashion";1;1667;"1667";"CUST-58375";"App"
"UK-2026-104535";"2026-06-24";"Central";"Raipur";"Badminton Racket Set";"Sports";1;2544;"2544";"CUST-34633";"Marketplace"
"UK-2026-103371";"2026-05-31";"West";"Pune";"Ethnic Dupatta";"Fashion";1;503;"503";"CUST-59933";"Website"
"UK-2026-104861";"2026-06-01";"East";"Patna";"Smart Watch X2";"Electronics";1;4325;"4325";"CUST-79892";"Marketplace"
"UK-2026-100464";"2026-01-28";"South";"Chennai";"Leather Wallet";"Fashion";1;943;"943";"CUST-15086";"App"
"UK-2026-100455";"2026-01-14";"North";"Chandigarh";"Dinner Set 24pc";"Home & Kitchen";1;2586;"2586";"CUST-88268";"App"
"UK-2026-101061";"2026-02-20";"South";"Hyderabad";"Ultrabook Air 14";"Electronics";1;31360;"31360";"CUST-28199";"App"
"UK-2026-102087";"2026-03-18";"South";"Hyderabad";"Cotton Kurta Set";"Fashion";2;1266;"2532";"CUST-60367";"App"
"UK-2026-104617";"2026-06-01";"West";"Bombay";"Non-Stick Cookware Set";"Home & Kitchen";2;2763;"5526";"CUST-75340";"Website"
"UK-2026-102265";"2026-04-07";"East";"Kolkata";"Smart Watch X2";"Electronics";1;4670;"4670";"CUST-84872";"Marketplace"
"UK-2026-102630";"2026-04-15";"West";"Surat";"Ultrabook Air 14";"Electronics";1;28995;"28995";"CUST-21611";"Marketplace"
"UK-2026-103595";"2026-05-22";"East";"Guwahati";"Ultrabook Air 14";"Electronics";2;31107;"62214";"CUST-16887";"Marketplace"
"UK-2026-104860";"2026-06-09";"East";"Patna";"Dinner Set 24pc";"Home & Kitchen";1;2436;"2436";"CUST-59175";"App"
"UK-2026-104248";"2026-06-15";"North";"Delhi";"Ethnic Dupatta";"Fashion";1;499;"499";"CUST-37954";"App"
"UK-2026-102343";"2026-04-15";"South";"Hyderabad";"Air Fryer 5L";"Home & Kitchen";1;5452;"5452";"CUST-19791";"App"
"UK-2026-100063";"2026-01-28";"North";"Delhi";"Wireless Earbuds Pro";"Electronics";1;3079;"3079";"CUST-23181";"Marketplace"
"UK-2026-104509";"2026-06-27";"East";"Bhubaneswar";"Vitamin C Serum";"Beauty";1;703;"703";"CUST-44237";"Website"
"UK-2026-102789";"2026-04-26";"East";"Bhubaneswar";"Face Wash Combo";"Beauty";1;444;"444";"CUST-46894";"Website"
"UK-2026-103639";"2026-05-23";"North";"Delhi";"Non-Stick Cookware Set";"Home & Kitchen";2;2817;"5634";"CUST-30552";"App"
"UK-2026-102597";"2026-04-08";"North";"Noida";"Denim Jacket";"Fashion";1;2173;"2173";"CUST-61391";"App"
"UK-2026-102011";"2026-03-16";"South";"Bengaluru";"Yoga Mat Pro";"Sports";1;1208;"1208";"CUST-71358";"Website"
"UK-2026-102570";"2026-04-13";"West";"Surat";"Smart Watch X2";"Electronics";1;4709;"4709";"CUST-88131";"Website"
"UK-2026-100856";"2026-02-22";"South";"Chennai";"Gym Gloves";"Sports";1;481;"481";"CUST-31833";"Website"
"UK-2026-103972";"2026-05-18";"West";"Pune";"Cotton Bedsheet Set";"Home & Kitchen";2;1434;"2868";"CUST-44465";"Marketplace"
"UK-2026-101869";"2026-03-11";"South";"Hyderabad";"Mirrorless Camera Lite";"Electronics";1;28927;"28927";"CUST-95927";"App"
"UK-2026-101642";"2026-03-12";"South";"Chennai";"43-inch Smart TV";"Electronics";3;27205;"81615";"CUST-46257";"App"
"UK-2026-101288";"2026-02-06";"East";"Kolkata";"Silk Saree";"Fashion";1;3374;"3374";"CUST-36423";"App"
"UK-2026-102709";"2026-04-16";"West";"Surat";"Robot Vacuum R7";"Home & Kitchen";1;18362;"18362";"CUST-65136";"App"
"UK-2026-104063";"2026-06-09";"North";"Noida";"Silk Saree";"Fashion";1;3371;"3371";"CUST-76098";"Marketplace"
"UK-2026-102066";"2026-03-14";"East";"Bhubaneswar";"Slim Fit Jeans";"Fashion";2;1649;"3298";"CUST-94664";"Marketplace"
"UK-2026-103986";"2026-05-30";"South";"Chennai";"Running Sneakers";"Fashion";2;2798;"5596";"CUST-33793";"Website"
"UK-2026-102468";"2026-04-10";"South";"Hyderabad";"Cotton Bedsheet Set";"Home & Kitchen";1;1357;"1357";"CUST-22784";"App"
"UK-2026-102873";"2026-04-16";"East";"Guwahati";"Cycling Helmet";"Sports";1;1544;"1544";"CUST-57555";"App"
"UK-2026-100261";"2026-01-09";"East";"Patna";"Cycling Helmet";"Sports";1;1626;"1626";"CUST-64659";"Website"
"UK-2026-101033";"2026-02-23";"West";"Pune";"Air Fryer 5L";"Home & Kitchen";1;5375;"5375";"CUST-87161";"Website"
"UK-2026-104527";"2026-06-22";"West";"Mumbai";"Air Fryer 5L";"Home & Kitchen";1;5537;"5537";"CUST-29493";"App"
"UK-2026-102352";"2026-04-19";"West";"Pune";"Cotton Kurta Set";"Fashion";1;1336;"1336";"CUST-76638";"Website"
"UK-2026-100862";"2026-02-26";"North";"Noida";"Leather Wallet";"Fashion";1;891;"891";"CUST-32711";"Website"
"UK-2026-104559";"2026-06-06";"East";"Bhubaneswar";"Denim Jacket";"Fashion";1;2193;"2193";"CUST-21489";"Marketplace"
"UK-2026-101799";"2026-03-06";"South";"Hyderabad";"Running Sneakers";"Fashion";1;2713;"2713";"CUST-99161";"App"
"UK-2026-102083";"2026-03-10";"South";"Hyderabad";"Cycling Helmet";"Sports";2;1554;"3108";"CUST-92390";"App"
"UK-2026-100417";"2026-01-09";"South";"Hyderabad";"Ultrabook Air 14";"Electronics";1;30119;"30119";"CUST-29136";"App"
"UK-2026-100537";"2026-01-20";"South";"Chennai";"Power Bank 20000mAh";"Electronics";1;1723;"1723";"CUST-53023";"App"
"UK-2026-100867";"2026-02-24";"Central";"Raipur";"Denim Jacket";"Fashion";2;2195;"4390";"CUST-10302";"Marketplace"
"UK-2026-103063";"2026-04-17";"West";"Mumbai";"Sunscreen SPF50";"Beauty";1;574;"574";"CUST-46781";"Website"
"UK-2026-101590";"2026-03-22";"East";"Bhubaneswar";"Ionic Hair Dryer";"Beauty";1;1880;"1880";"CUST-67574";"Website"
"UK-2026-104147";"2026-06-29";"West";"Surat";"Face Wash Combo";"Beauty";1;451;"451";"CUST-73422";"App"
"UK-2026-104414";"2026-06-09";"West";"Surat";"Gym Gloves";"Sports";1;518;"518";"CUST-84882";"Marketplace"
"UK-2026-101794";"2026-03-07";"Central";"Nagpur";"Leather Wallet";"Fashion";1;896;"896";"CUST-81875";"App"
"UK-2026-104727";"2026-06-13";"East";"Guwahati";"Football Size 5";"Sports";2;943;"1886";"CUST-55039";"Website"
"UK-2026-104993";"2026-06-28";"North";"Chandigarh";"Cotton Bedsheet Set";"Home & Kitchen";1;1335;"1335";"CUST-40473";"App"
"UK-2026-102382";"2026-04-10";"East";"Calcutta";"Electric Kettle 1.5L";"Home & Kitchen";1;1113;"1113";"CUST-16958";"App"
"UK-2026-102418";"2026-04-16";"North";"Delhi";"Silk Saree";"Fashion";1;3364;"3364";"CUST-54927";"App"
"UK-2026-100790";"2026-02-21";"Central";"Indore";"Non-Stick Cookware Set";"Home & Kitchen";1;3019;"3019";"CUST-69135";"App"
"UK-2026-100162";"2026-01-04";"South";"Kochi";"Electric Kettle 1.5L";"Home & Kitchen";1;1069;"1069";"CUST-40386";"Website"
"UK-2026-104832";"2026-06-24";"North";"Delhi";"Matte Lipstick Set";"Beauty";1;890;"890";"CUST-32543";"Marketplace"
"UK-2026-104468";"2026-06-04";"South";"Hyderabad";"Cricket Bat English Willow";"Sports";1;8990;"8990";"CUST-24141";"App"
"UK-2026-101275";"2026-02-18";"North";"Noida";"Formal Shirt";"Fashion";1;1084;"1084";"CUST-94397";"Website"
"UK-2026-102117";"2026-03-21";"East";"Kolkata";"Ultrabook Air 14";"Electronics";1;30161;"30161";"CUST-21821";"Website"
"UK-2026-101769";"2026-03-15";"North";"Noida";"Foldable Treadmill T2";"Sports";1;25015;"25015";"CUST-81387";"Marketplace"
"UK-2026-103319";"2026-05-28";"South";"Kochi";"Badminton Racket Set";"Sports";1;2462;"2462";"CUST-87063";"Marketplace"
"UK-2026-103640";"2026-05-31";"East";"Guwahati";"Running Sneakers";"Fashion";1;2696;"2696";"CUST-92685";"App"
"UK-2026-104322";"2026-06-25";"South";"Hyderabad";"Noise-Cancelling Headphones";"Electronics";2;8676;"17352";"CUST-24166";"Marketplace"
"UK-2026-102393";"2026-04-12";"South";"Chennai";"Robot Vacuum R7";"Home & Kitchen";2;19104;"38208";"CUST-23521";"Website"
"UK-2026-102098";"2026-03-29";"West";"Pune";"Silk Saree";"Fashion";1;3411;"3411";"CUST-89486";"Marketplace"
"UK-2026-104623";"2026-06-26";"North";"Noida";"Leather Wallet";"Fashion";1;868;"868";"CUST-29640";"App"
"UK-2026-104459";"2026-06-10";"West";"Mumbai";"43-inch Smart TV";"Electronics";1;26768;"26768";"CUST-87601";"App"
"UK-2026-103622";"2026-05-22";"Central";"Indore";"Foldable Treadmill T2";"Sports";1;24287;"24287";"CUST-70165";"App"
"UK-2026-104853";"2026-06-20";"West";"Surat";"Non-Stick Cookware Set";"Home & Kitchen";1;2894;"2894";"CUST-30254";"App"
"UK-2026-103386";"2026-05-07";"West";"Pune";"43-inch Smart TV";"Electronics";1;26977;"26977";"CUST-66191";"App"
"UK-2026-100751";"2026-02-06";"East";"Guwahati";"Silk Saree";"Fashion";2;3512;"7024";"CUST-50824";"Website"
"UK-2026-101031";"2026-02-07";"North";"Delhi";"Football Size 5";"Sports";1;907;"907";"CUST-12267";"Marketplace"
"UK-2026-101793";"2026-03-20";"North";"Chandigarh";"43-inch Smart TV";"Electronics";1;26959;"26959";"CUST-46959";"Marketplace"
"UK-2026-102704";"2026-04-19";"South";"Hyderabad";"Power Bank 20000mAh";"Electronics";1;1719;"1719";"CUST-25835";"Website"
"UK-2026-104311";"2026-06-19";"East";"Guwahati";"Slim Fit Jeans";"Fashion";1;1553;"1553";"CUST-79176";"Website"
"UK-2026-104791";"2026-06-02";"Central";"Raipur";"Noise-Cancelling Headphones";"Electronics";1;8935;"8935";"CUST-21248";"App"
"UK-2026-103370";"2026-05-29";"South";"Hyderabad";"Bluetooth Speaker Mini";"Electronics";1;1443;"1443";"CUST-46435";"App"
"UK-2026-103450";"2026-05-27";"West";"Mumbai";"Cotton Bedsheet Set";"Home & Kitchen";2;1437;"2874";"CUST-92512";"App"
"UK-2026-102395";"2026-04-10";"North";"Delhi";"Modern Wall Clock";"Home & Kitchen";1;836;"836";"CUST-65171";"Website"
"UK-2026-101243";"2026-02-24";"South";"Chennai";"Running Sneakers";"Fashion";3;2756;"8268";"CUST-32817";"App"
"UK-2026-104949";"2026-06-07";"North";"Chandigarh";"Cotton Kurta Set";"Fashion";1;1275;"1275";"CUST-68641";"App"
"UK-2026-101473";"2026-03-11";"Central";"Raipur";"Slim Fit Jeans";"Fashion";2;1588;"3176";"CUST-16147";"App"
"UK-2026-104446";"2026-06-08";"East";"Kolkata";"Bluetooth Speaker Mini";"Electronics";1;1494;"1494";"CUST-91848";"Marketplace"
"UK-2026-103043";"2026-04-08";"Central";"Nagpur";"Formal Shirt";"Fashion";1;1048;"1048";"CUST-31551";"Website"
"UK-2026-101785";"2026-03-23";"East";"Kolkata";"Cotton Kurta Set";"Fashion";1;1351;"1351";"CUST-71439";"App"
"UK-2026-101063";"2026-02-24";"East";"Kolkata";"Beard Grooming Kit";"Beauty";2;957;"1914";"CUST-29272";"Website"
"UK-2026-100069";"2026-01-12";"North";"Noida";"Ultrabook Air 14";"Electronics";1;29137;"29137";"CUST-18075";"App"
"UK-2026-103475";"2026-05-26";"Central";"Nagpur";"Electric Kettle 1.5L";"Home & Kitchen";1;1112;"1112";"CUST-89599";"Website"
"UK-2026-100432";"2026-01-19";"West";"Pune";"Slim Fit Jeans";"Fashion";1;1563;"1563";"CUST-36373";"App"
"UK-2026-101093";"2026-02-21";"West";"Surat";"Power Bank 20000mAh";"Electronics";1;1835;"1835";"CUST-17137";"Marketplace"
"UK-2026-102716";"2026-04-12";"Central";"Bhopal";"Cycling Helmet";"Sports";1;1602;"1602";"CUST-78786";"Marketplace"
"UK-2026-100080";"2026-01-11";"East";"Guwahati";"Sunscreen SPF50";"Beauty";2;553;"1106";"CUST-49714";"Website"
"UK-2026-103873";"2026-05-30";"East";"Bhubaneswar";"Formal Shirt";"Fashion";1;1150;"1150";"CUST-41103";"Marketplace"
"UK-2026-101040";"2026-02-22";"South";"Hyderabad";"Leather Wallet";"Fashion";2;926;"1852";"CUST-26236";"App"
"UK-2026-103589";"2026-05-27";"North";"Delhi";"Denim Jacket";"Fashion";1;2123;"2123";"CUST-98648";"App"
"UK-2026-104134";"2026-06-30";"North";"Chandigarh";"Modern Wall Clock";"Home & Kitchen";1;772;"772";"CUST-95495";"Website"
"UK-2026-103721";"2026-05-06";"West";"Pune";"Ultrabook Air 14";"Electronics";1;28563;"28563";"CUST-14932";"App"
"UK-2026-103876";"2026-05-05";"South";"Bengaluru";"Dinner Set 24pc";"Home & Kitchen";1;2481;"2481";"CUST-47640";"App"
"UK-2026-101126";"2026-02-19";"West";"Ahmedabad";"Cotton Bedsheet Set";"Home & Kitchen";1;1352;"1352";"CUST-89045";"Website"
"UK-2026-103849";"2026-05-02";"South";"Kochi";"Cotton Bedsheet Set";"Home & Kitchen";1;1433;"1433";"CUST-48867";"Website"
"UK-2026-104873";"2026-06-12";"North";"Chandigarh";"Robot Vacuum R7";"Home & Kitchen";1;18496;"18496";"CUST-97931";"App"
"UK-2026-104218";"2026-06-19";"South";"Chennai";"Mirrorless Camera Lite";"Electronics";1;29607;"29607";"CUST-55174";"App"
"UK-2026-103122";"2026-05-02";"North";"Chandigarh";"Face Wash Combo";"Beauty";1;444;"444";"CUST-48085";"Website"
"UK-2026-104127";"2026-06-15";"Central";"Raipur";"Electric Kettle 1.5L";"Home & Kitchen";1;1151;"1151";"CUST-19189";"Website"
"UK-2026-104605";"2026-06-30";"East";"Patna";"Cricket Bat English Willow";"Sports";1;9406;"9406";"CUST-85679";"App"
"UK-2026-103973";"2026-05-04";"South";"Madras";"Modern Wall Clock";"Home & Kitchen";1;819;"819";"CUST-49103";"App"
"UK-2026-102254";"2026-04-19";"South";"Chennai";"Slim Fit Jeans";"Fashion";2;1628;"3256";"CUST-70998";"Website"
"UK-2026-102447";"2026-04-27";"West";"Ahmedabad";"Vitamin C Serum";"Beauty";1;673;"673";"CUST-49277";"Website"
"UK-2026-103812";"2026-05-08";"North";"Gurugram";"Electric Kettle 1.5L";"Home & Kitchen";1;1142;"1142";"CUST-90958";"Website"
"UK-2026-101497";"2026-03-09";"Central";"Indore";"Electric Kettle 1.5L";"Home & Kitchen";2;1093;"2186";"CUST-26822";"Marketplace"
"UK-2026-103980";"2026-05-26";"North";"Delhi";"Yoga Mat Pro";"Sports";4;1223;"4892";"CUST-35414";"Marketplace"
"UK-2026-101286";"2026-02-08";"East";"Patna";"Beard Grooming Kit";"Beauty";1;1001;"1001";"CUST-33793";"App"
"UK-2026-104098";"2026-06-01";"South";"Kochi";"Foldable Treadmill T2";"Sports";1;25729;"25729";"CUST-25865";"App"
"UK-2026-103308";"2026-05-15";"West";"Pune";"Air Fryer 5L";"Home & Kitchen";1;5749;"5749";"CUST-23685";"App"
